sentence,label
"We'll hear argument next in Case 15-5040, Williams v. Pennsylvania. Mr. Lev. Mr. Chief Justice, and may it please the Court: Due process does not allow a district attorney to make the decision to seek the death penalty against the defendant, and then in the same case become a judge of the conduct of the prosecutor who carried out that decision and obtained that result. In this case, at -- when he was district attorney, Chief Justice Castille made a discretionary individualized decision based upon a review of the facts that in his view, death was the appropriate sentence to seek. Does that make a difference, the nature of his decision? Let's say he had a policy.
He says, I think every case in which a defendant is convicted We'll hear argument next in Case 15-5040, Williams v. Pennsylvania. Mr. Lev. Mr. Chief Justice, and may it please the Court: Due process does not allow a district attorney to make the decision to seek the death penalty against the defendant, and then in the same case become a judge of the conduct of the prosecutor who carried out that decision and obtained that result. In this case, at -- when he was district attorney, Chief Justice Castille made a discretionary individualized decision based upon a review of the facts that in his view, death was the appropriate sentence to seek. Does that make a difference, the nature of his decision? Let's say he had a policy.
He says, I think every case in which a defendant is convicted of first degree murder, that we ought to seek the death penalty and leave it to the jury.
Maybe the jury will agree or not, but I'm going to seek the death penalty in every case where there's a conviction of first degree murder. Would you have the same recusal problem? I think there would be, yes, because that policy itself would be a decision that he makes.
Pennsylvania law gives the district attorney -- Oh, no, I know that, but it's a categorical decision.
In other words, he doesn't look at the particulars of that case.
He has a policy that he's adopted -- you know, whether you think it's a good policy or not -- that doesn't depend upon the particular facts, simply on the facts of what the conviction is. That would still raise due process concerns, because that policy would have led to a major decision within the adversary process. Well, what if the case was simply in the office and he had supervisory responsibility over everything that occurs in the office, but it's a big office.
If a question arose, somebody could bring it to him, but there isn't any indication of personal involvement.
Would that be enough? Supervisory authority might be enough, depending upon the issue.
When the issue goes directly towards the conduct of the prosecutions in his office, it implicates the integrity of the office and the reputation of the leadership. You see, the problem -- -- that narrow circumstance -- Yeah.
The problem that -- that is presented by this case is not",1.0
"We'll hear argument first today in Case No. 14-1504, Wittman v. Personhuballah. Mr. Carvin. Mr. Chief Justice, and may it please the Court: The sum total of the alleged Shaw violation here is that the legislature treated black-majority District 3 the same way as it treated the 10 majority-white districts.
It's undisputed that with respect to all of those districts, they preserved the cores of the districts, and whatever minor injustice -- Is that -- is that undisputed? How did they preserve the core when they shifted something like 180,000 people around? Right.
Your Honor, 83 percent of the prior occupants of District 3 were in the core. The plaintiff's alternative only had 69,000.
If -- anybody who spent a minute doing redistricting knows that simply because they're 63,000 short, that We'll hear argument first today in Case No. 14-1504, Wittman v. Personhuballah. Mr. Carvin. Mr. Chief Justice, and may it please the Court: The sum total of the alleged Shaw violation here is that the legislature treated black-majority District 3 the same way as it treated the 10 majority-white districts.
It's undisputed that with respect to all of those districts, they preserved the cores of the districts, and whatever minor injustice -- Is that -- is that undisputed? How did they preserve the core when they shifted something like 180,000 people around? Right.
Your Honor, 83 percent of the prior occupants of District 3 were in the core. The plaintiff's alternative only had 69,000.
If -- anybody who spent a minute doing redistricting knows that simply because they're 63,000 short, that doesn't mean you're going to move anywhere near 63,000.
If I may explain: For example, District 11 in Virginia was 64,000 short.
They moved 480,000 people to fill that up.
The district directly adjacent to District 3 was District 2.
That was the most -- Was there any holding that that preserved the core? Yes.
Obviously, they said that core preservation was the most important interpretation. The district court found that incumbency protection and politics were inarguably motivating the district.
The way they were protecting incumbents was through core preservation.
And the key problem here is, they never found that race subordinated incumbency protection or politics, or that it was in any way inconsistent -- And how can we take politics when the drafter of the plan -- rightly or wrongly, the drafter of the plan represented to the court, I haven't looked at partisan performance.
It was not one of the factors I considered in drawing districts.
Now, we have to take that.
That's what the drafter of the plan said.
He didn't take into account partisan performance. He said he didn't look at partisan performance statistics.
In the face of that statement, the court found as a fact that politics inarguably motivated these districts.
Every incumbent was re-elected in the district.
The -- Politics motivates the change in district.
That is our objective.
That is what we seek to do, to preserve incumbency or whatever. Right. May we then use race to move people from one district to another, simply because that's the easiest way to do it? We know that this is a -- a race that",0.0
"We'll hear argument this morning in Case 14-1418, Zubik v.
Burwell, and the consolidated cases. Mr.
Clement. Thank you, Mr. Chief Justice, and may it please the Court: The Little Sisters of the Poor and their co-petitioners face a dilemma that the Religious Freedom Restoration Act does not allow.
They can adhere to their religious beliefs and pay millions of dollars in penalties, or they can take steps that they believe to be religiously and morally objectionable, and that the government deems necessary, for them to provide contraception coverage through their health care plans. Now, the government concedes the sincerity of these religious beliefs, but it attempts to recast them as an objection to the very act of opting out or objecting.
And with all due respect, that is simply and demonstrably We'll hear argument this morning in Case 14-1418, Zubik v.
Burwell, and the consolidated cases. Mr.
Clement. Thank you, Mr. Chief Justice, and may it please the Court: The Little Sisters of the Poor and their co-petitioners face a dilemma that the Religious Freedom Restoration Act does not allow.
They can adhere to their religious beliefs and pay millions of dollars in penalties, or they can take steps that they believe to be religiously and morally objectionable, and that the government deems necessary, for them to provide contraception coverage through their health care plans. Now, the government concedes the sincerity of these religious beliefs, but it attempts to recast them as an objection to the very act of opting out or objecting.
And with all due respect, that is simply and demonstrably not true. The Little -- Could you explain to me the analogy with military objectors during the war? Many of them felt that -- genuine belief; they were pacifists -- that if they registered as pacifists, that that would mean other people would have to serve in their lieu.
They were going to jail, and many of them did go to jail, because of this belief. Why is going to jail less burdensome or less important than paying a financial penalty? Oh, I -- I don't think it is, Justice Sotomayor.
But let me stick with the conscientious objector example in the draft context, because I think the way to analyze a conscientious objector case is to say that because they face jail time, there's clearly a substantial burden.
Of course, you get to the second part of the analysis, and you probably would insist on a conscientious objector actually objecting. But I think it's important to distinguish between -- Let's stop there. Okay. To the extent that a conscientious objector's good faith belief is that, ""If I register, someone will serve in my lieu,"" what burden is it on the government? Meaning, if -- if you're looking at it in terms of strict scrutiny, the government sends out how many notices to people to come and serve? Ten -- you know, 1,000, 1,200.
Do you really think it makes a difference if it knows whether or not one person is not going to show up? And if we're going down that road of what's the difference, why",1.0
"We will hear argument first -- first this morning in Case 16-74, Advocate Health Care Network v. Stapleton and the consolidated case. Ms. Blatt. Thank you, Mr. Chief Justice, and may it please the Court: Pension plans for religious non-profits have been exempt from ERISA for over 30 years, whether or not a church established the plan.
And the contrary holding of the three courts below should be reversed for three reasons. First, the text does not require a church to establish benefit plans for someone else's employees. Second, the government's consistent view, over three decades, has generated enormous reliance interest and warrants deference.
And third, affirmance would resurrect the precise problems that everyone understood the 1980 amendment would fix. I could start with the text.
And the main text at We will hear argument first -- first this morning in Case 16-74, Advocate Health Care Network v. Stapleton and the consolidated case. Ms. Blatt. Thank you, Mr. Chief Justice, and may it please the Court: Pension plans for religious non-profits have been exempt from ERISA for over 30 years, whether or not a church established the plan.
And the contrary holding of the three courts below should be reversed for three reasons. First, the text does not require a church to establish benefit plans for someone else's employees. Second, the government's consistent view, over three decades, has generated enormous reliance interest and warrants deference.
And third, affirmance would resurrect the precise problems that everyone understood the 1980 amendment would fix. I could start with the text.
And the main text at issue here is subparagraph C(i) of section 1002(33)
And if you -- the government's brief actually has all the relevant provisions, so I think that's the easiest, if you want to look at their appendix.
And C(i) is -- is reprinted on -- on pages 11A. So again, we're looking at paragraph -- subparagraph C(i) of paragraph (33), which everyone in this case agrees expands the original church plan definition in subparagraph A. Now, the only plausible reason that C(i) repeats the entire phrase ""a plan established and maintained by a church"" is Congress intended that C(i) redefine and modify that entire phrase. Why? There was a provision that was proposed that would have done very clearly what you think this provision does now.
And Congress didn't pass it.
So an earlier version did exactly what you wanted.
It said you can -- a plan that establishes and/or maintained by a church. It -- it said established and -- and maintained.
And the problem, Justice Sotomayor, is that it -- the -- the assumption is incorrect that that provision did everything that folks wanted.
It actually didn't.
It -- it excluded the very plans that everyone concedes was intended to be -- The pension plans. -- covered. Well, plans established by churches and maintained by somebody else. A plan established and maintained by a church includes a plan established and maintained by a church-affiliated organization. Right.
And that would have excluded -- Who? It would have excluded plans that -- where the church established and the -- the pension board maintained.
And the other",1.0
"We'll hear argument first this morning in Case No. 15-1111, Bank of America Corporation v. The City of Miami and the consolidated case. Mr. Katyal. Thank you, Mr. Chief Justice, and may it please the Court: The question in this case is whether cities can sue under one of our nation's most important laws, the Fair Housing Act.
Our answer to that question is yes, sometimes, and I mean three things by that. First, the answer can't be yes always, because that would eviscerate two key doctrines of this Court: Proximate cause and zone of interests. Second, the answer can't be no, never, because cities can identify concrete harms that fall within the zone-of-interests, such as discrete expenditures to combat a particular defendant's racial misconduct. And third, this lawsuit We'll hear argument first this morning in Case No. 15-1111, Bank of America Corporation v. The City of Miami and the consolidated case. Mr. Katyal. Thank you, Mr. Chief Justice, and may it please the Court: The question in this case is whether cities can sue under one of our nation's most important laws, the Fair Housing Act.
Our answer to that question is yes, sometimes, and I mean three things by that. First, the answer can't be yes always, because that would eviscerate two key doctrines of this Court: Proximate cause and zone of interests. Second, the answer can't be no, never, because cities can identify concrete harms that fall within the zone-of-interests, such as discrete expenditures to combat a particular defendant's racial misconduct. And third, this lawsuit fails both the zone of interests and proximate cause, because the injury it seeks to remedy is unrelated to the Act's purposes, and because that injury is several steps removed from any alleged acts of Petitioners. If I could start with zone of interests. This Court, in Lexmark -- Could you -- before you do that, Mr. Katyal, could you please tell us: You -- you said, yes, cities can sue under the FHA, but not this -- not on -- in this scenario. Can you tell us what -- under what circumstances could a city sue? Absolutely, Justice Ginsburg. So we want -- our position is to preserve existing law exactly where it is, and existing law identifies two places where cities can sue.
One is a Havens-like situation in which a city, like the NGO in Havens, is combatting discrete instances of discrimination by defendant, and outlaying things, so testers or something. So if you took the allegations in this complaint and -- and when -- we made them out to be the banks were engaged in some sort of discriminatory loans, and the City had to -- had to basically expend funds to test that out to enforce its housing statutes, that looks very much like the one-to-one relationship that was at issue in Havens, both for zone of interest and for proximate cause. I'm sorry.
In Havens, the testers were not city employees.
In Havens, they were private organizational employees whose job it was to do this. So why are you attributing the",1.0
"We will hear argument this morning in Case 15-8544, Beckles v. United States. Ms. Bergmann. Mr. Chief Justice, and may it please the Court: On average, attaching the ""career offender"" label to a Federal defendant both doubles his sentence and increases it by seven years.
At the time Petitioner was sentenced, a defendant could qualify as a career offender if one or more of his predicate offenses fell within the residual clause of the career offender guideline, and yet all now agree that the residual clause is so unintelligible that it is impossible to discern its meaning. Petitioner here submits three things: First, that invoking a shapeless -- so shapeless a provision to enhance someone's sentence in such a significant way does not comport with due process. Second, a We will hear argument this morning in Case 15-8544, Beckles v. United States. Ms. Bergmann. Mr. Chief Justice, and may it please the Court: On average, attaching the ""career offender"" label to a Federal defendant both doubles his sentence and increases it by seven years.
At the time Petitioner was sentenced, a defendant could qualify as a career offender if one or more of his predicate offenses fell within the residual clause of the career offender guideline, and yet all now agree that the residual clause is so unintelligible that it is impossible to discern its meaning. Petitioner here submits three things: First, that invoking a shapeless -- so shapeless a provision to enhance someone's sentence in such a significant way does not comport with due process. Second, a ruling that the career offender residual clause is void for vagueness is substantive and, therefore, has retroactive effect in Petitioner's case. And third, that voiding the residual clause also invalidates the Guidelines commentary that identified Petitioner's offense as a crime of violence. As such, Petitioner is entitled to a resentencing without the career offender enhancement. You would agree, would you not, that, if the commentary counts, if it counts, then there's nothing imprecise about possessing a sawed-off shotgun; right? Yes, Your Honor.
I agree that there is nothing imprecise about possession of a sawed-off shotgun.
Where the constitutional concerns come into play with the commentary is actually at the point where the Commission was interpreting the residual clause in order to identify the possession of a shotgun offense as falling within the residual clause. And the reason why that violates due process in part is because the Commission was attempting to clarify a provision that can't be clarified.
The Court has held in Johnson that the residual clause -- But the -- but suppose there were a statute -- and this is a -- I don't mean to interrupt, but this is part of Justice Ginsburg's question. Suppose there were a statute in Johnson, and it read just like the residual clause, that -- that an example of a dangerous offense is -- or an offense which creates a serious risk is the possession of a sawed-off shotgun.
That was in the statute. Well, Your Honor, the -- Would the statute then be valid? The -- Your Honor,",0.0
"We will hear argument first this morning in Case 15-680, Bethune-Hill v. The Virginia State Board of Elections. Mr. Elias. Mr. Chief Justice, and may it please the Court: The district court created out of whole cloth a new legal standard that permitted Virginia to apply a one-size-fits-all, 55 percent racial floor to all 12 of its predominantly black districts.
Virginia applied this 55 percent rule to move voters in and move voters out of districts on the basis of race, regardless of the differences in voting patterns, geography, demographics, or the actual interests of black voters in each of those districts. This actual conflict test, which the D.C. -- which -- I'm sorry -- which the district court invented for predominance has no basis in this Court's jurisprudence.
Instead, We will hear argument first this morning in Case 15-680, Bethune-Hill v. The Virginia State Board of Elections. Mr. Elias. Mr. Chief Justice, and may it please the Court: The district court created out of whole cloth a new legal standard that permitted Virginia to apply a one-size-fits-all, 55 percent racial floor to all 12 of its predominantly black districts.
Virginia applied this 55 percent rule to move voters in and move voters out of districts on the basis of race, regardless of the differences in voting patterns, geography, demographics, or the actual interests of black voters in each of those districts. This actual conflict test, which the D.C. -- which -- I'm sorry -- which the district court invented for predominance has no basis in this Court's jurisprudence.
Instead, it confers a sort of judicial immunity to visually appealing districts that nevertheless were drawn with the predominant purpose of placing voters within and without based solely on the color of their skin. I'm -- I'm not quite sure I understand how you assess predominance, which I think is the challenge here. And to take a hypothetical, let's say you're trying to select people for a particular board or something; and you say they have to come from a city with more than 500,000 people, absolutely.
And then you say, and they have to come from such a city in California.
Can't be anywhere else. Now, which is the predominant factor? The 500,000 or California? Well, in this case, under the jurisprudence of -- of -- I don't really care -- I'm not talking about this case.
It's a hypothetical. I think that you -- you can set aside the -- the population center, and you would look at the State of California as the predominant factor because it is the criteria to which all others must yield, and in this -- Well, how do you know that? I mean, it seems to me that the 500,000 is the criteria which -- to which all others might yield. In -- in -- in that hypothetical, each of them might be an unyielding criteria. Right. In this case, there is only one. Well, no, I know. That's why I'm looking -- that's why this is called a hypothetical, because it's not about the particular case. But I --",1.0
"We'll hear argument next this morning in Case 16-405, BNSF Railway v. Tyrrell. Mr. Tulumello. Mr. Chief Justice, and may it please the Court: The Montana Supreme Court concluded that BNSF is subject to general personal jurisdiction in Montana for two reasons: First, it held that Montana State courts exercise general all-purpose jurisdiction over BNSF because BNSF does systematic and continuous business activity in the State. Second, it held that Section 56 of the Federal Employers' Liability Act confers personal jurisdiction on State courts. Both conclusions were wrong. First, under this Court's decision in Daimler, BNSF is not subject to general personal jurisdiction in Montana because it is not at home in Montana.
Montana is not BNSF's principal place of business, nor its place of incorporation, and there is We'll hear argument next this morning in Case 16-405, BNSF Railway v. Tyrrell. Mr. Tulumello. Mr. Chief Justice, and may it please the Court: The Montana Supreme Court concluded that BNSF is subject to general personal jurisdiction in Montana for two reasons: First, it held that Montana State courts exercise general all-purpose jurisdiction over BNSF because BNSF does systematic and continuous business activity in the State. Second, it held that Section 56 of the Federal Employers' Liability Act confers personal jurisdiction on State courts. Both conclusions were wrong. First, under this Court's decision in Daimler, BNSF is not subject to general personal jurisdiction in Montana because it is not at home in Montana.
Montana is not BNSF's principal place of business, nor its place of incorporation, and there is nothing exceptional about BNSF's activities -- I'm sorry.
Didn't it register in Montana? It did -- To do business, doesn't it -- isn't it required to register? It -- it is required and it has registered to -- Now, I thought the -- -- to do business. -- Court below didn't reach that question, but does the registration in Montana change this discussion? It -- it doesn't, Your Honor.
It -- it doesn't. Then if I, as an individual, establish residency in multiple places, I can be sued for all of my activities there, correct? So why can't a corporation? Your Honor, so the -- the holding in Daimler was that even doing systematic, continuous, sizable business would not be sufficient to confer general personal jurisdiction.
I understand -- So if you treat a corporation like a person, which we seem to be doing, why isn't their registration of an agent for purposes of accepting service enough? Well, if you treat the corporation as a person, I think what this Court's due process cases say is that you look for where the corporation could be fairly regarded as at home.
That would be equivalent to the personal domicile. And in Daimler and Goodyear, this Court suggested that the paradigmatic places would be the principal place of business and the place of incorporation.
Registering to do business is simply one part of a company's business activities, but it does not, in and of itself, come anywhere close to subjecting a corporation to general personal jurisdiction. Well, there's an argument --",1.0
"We'll hear argument first this morning in Case No. 15-537, Bravo-Fernandez and Martinez-Maldonado v. the United States. Ms. Blatt. Thank you, Mr. Chief Justice, and may it please the Court: For three reasons, acquittals should have full effect under the Double Jeopardy Clause without regard to invalid vacated convictions. First, vacated convictions are legal nullities, including under the Double Jeopardy Clause. Second, vacated convictions are not relevant to what a jury necessarily decided.
And third, the government should bear the consequences when overlapping charges produce split verdicts of acquittals and invalid convictions. I take it from that you would agree that there might be cases where, under Ashe v. Swenson, there's an acquittal on one count, conviction on the other count, conviction set aside, government can retry the count We'll hear argument first this morning in Case No. 15-537, Bravo-Fernandez and Martinez-Maldonado v. the United States. Ms. Blatt. Thank you, Mr. Chief Justice, and may it please the Court: For three reasons, acquittals should have full effect under the Double Jeopardy Clause without regard to invalid vacated convictions. First, vacated convictions are legal nullities, including under the Double Jeopardy Clause. Second, vacated convictions are not relevant to what a jury necessarily decided.
And third, the government should bear the consequences when overlapping charges produce split verdicts of acquittals and invalid convictions. I take it from that you would agree that there might be cases where, under Ashe v. Swenson, there's an acquittal on one count, conviction on the other count, conviction set aside, government can retry the count that had been set aside, on the ground that under Ashe v. Swenson the verdict on the other count was just irrelevant. That's right.
So we -- the defendant always has to meet the burden of just showing that the acquittal necessarily decided a fact that the government wants to prove in a subsequent prosecution. In this case, could it be argued -- was the argument before the jury on the conspiracy in the travel counts closely intertwined with 666 so that it -- you can't say the jury decided most likely on some issue that's irrelevant to 666? Right.
The only issue -- the only issue that was in dispute was whether there was a bribe.
There's no dispute that to get to Las Vegas from Puerto Rico, you have to travel.
There was no dispute that they agreed to go to a boxing match together.
So the only dispute at all was whether there was a bribe. And so when the jury acquitted on conspiracy and travel to commit Program Section 666, bribery, they necessarily decided there was no bribery. Now, the Court of Appeals did not hold that. It was just Petitioners' argument throughout the case, a point that the government just never disputed, a point that the government never disputed in its brief in opposition, and a point that the government never disputed in its brief on the merits. Ms. Blatt -- but if we're trying to figure out what this jury found, you know, we're not what talking about claim preclusion.
Claim preclusion -- there",0.0
"We will hear argument first this morning in Case 16-466, Bristol-Myers Squibb Company v. The Superior Court of California. Mr. Katyal. Thank you, Mr. Chief Justice, and may it please the Court: The California Supreme Court ruled that hundreds of plaintiffs who were not prescribed a drug in California, who did not take it in California, who lacked any injury in California, and who had no other connection to California could sue in California. The court reasoned there was a sliding scale whereby the defendant's other conduct with other Californians could establish specific jurisdiction. Those concepts have some footing in the law, but that footing is limited to general jurisdiction, which is lacking here, and this Court has never permitted specific jurisdiction in such circumstances, which is presumably We will hear argument first this morning in Case 16-466, Bristol-Myers Squibb Company v. The Superior Court of California. Mr. Katyal. Thank you, Mr. Chief Justice, and may it please the Court: The California Supreme Court ruled that hundreds of plaintiffs who were not prescribed a drug in California, who did not take it in California, who lacked any injury in California, and who had no other connection to California could sue in California. The court reasoned there was a sliding scale whereby the defendant's other conduct with other Californians could establish specific jurisdiction. Those concepts have some footing in the law, but that footing is limited to general jurisdiction, which is lacking here, and this Court has never permitted specific jurisdiction in such circumstances, which is presumably why Respondents don't bother defending the California Supreme Court. Instead, they mint a whole new test, never before seen by any court whereby an ad hoc reasonableness inquiry with any number of undetermined balancing factors will create jurisdiction. You've conceded that there's fair play and substantial justice.
That almost, not quite, perhaps, takes away the due process argument, which basically has to be the argument that you're making here. Justice Kennedy, I don't think that's actually what we conceded.
What we did say is that the reasonability -- reasonableness inquiry is with respect to the third kind of safety valve factor.
We didn't make the argument with respect to the third prong, but we absolutely did make the argument that jurisdiction here was unreasonable below. At pages 4 and 18 in the court of -- in the California Supreme Court brief, we made very clear.
We said it would, quote, ""Offend basic notions of federalism and fairness"" at page 4.
At page 18, we said, ""Instead of achieving jurisdictional fairness, their rule would distribute their burden of defending mass torts in a lopsided way."" I'm sorry. But we absolutely did. How is it unreasonable -- How to -- -- to have -- yes. Now, you're not fighting that pending jurisdiction permits a court to take multiple claims of damages nationwide, or even worldwide, and even unrelated causes of action and bring them to a jurisdiction, correct, by one plaintiff? So you're not -- you're not claiming that that offends due process. Pending jurisdiction, at least personal jurisdiction, is only",1.0
"We'll hear argument next today in Case 15-8049, Buck v. Davis. Ms. Swarns. Mr. Chief Justice, and may it please the Court: Duane Buck was condemned to death after his own court appointed trial attorneys knowingly introduced an expert opinion that he was more likely to commit criminal acts of violence in the future because he is black.
This evidence encouraged the sentencing jury to make its critical future dangerousness decision which was a prerequisite for a death sentence and the central disputed issue at sentencing based not on the individual facts and circumstances of Mr. Buck's crime or his life history, but instead based on a false and pernicious group-based stereotype. Didn't that expert say, I don't think he's a future -- I don't think he's going to We'll hear argument next today in Case 15-8049, Buck v. Davis. Ms. Swarns. Mr. Chief Justice, and may it please the Court: Duane Buck was condemned to death after his own court appointed trial attorneys knowingly introduced an expert opinion that he was more likely to commit criminal acts of violence in the future because he is black.
This evidence encouraged the sentencing jury to make its critical future dangerousness decision which was a prerequisite for a death sentence and the central disputed issue at sentencing based not on the individual facts and circumstances of Mr. Buck's crime or his life history, but instead based on a false and pernicious group-based stereotype. Didn't that expert say, I don't think he's a future -- I don't think he's going to be a future danger? On cross-examination Dr. Quijano testified that he did believe that Mr. Buck was likely to commit future crimes of violence.
He said that -- at the prosecutor's questioning that Mr. Buck was on the low end of the continuum, but that he could not say that Mr. Buck was not likely to commit criminal acts of violence.
But Mr. Buck was, unquestionable -- But more likely than not that he wouldn't. Yes.
He was on the low end of the spectrum in terms of the risk of violence. But here this expert's evidence not only prejudiced Mr. Buck at sentencing, it also put the very integrity of the courts in jeopardy.
For that reason, Texas acknowledged that its ordinary interest and finality does not apply.
It publicly declared that it would waive its procedural defenses and allow new sentencing hearings in six capital cases, including Mr. Buck's, that involved the same expert's race as criminal violence opinion.
Texas conceded error in five cases and then reversed course in Mr. Buck's case alone. As a result, Mr. Buck is the only Texas prisoner to face execution pursuant to a death sentence that Texas itself has acknowledged is compromised by racial bias that undermines confidence in the criminal justice system. There's a tension in your -- your briefing over what you're really arguing for.
In the question presented, you focus on the Fifth Circuit standard for a COA in saying they're imposing an improper and unduly burdensome.
But most of the briefing, and as you sort of begun today, is",1.0
"We'll hear argument this afternoon in Case 16-373, the California Public Employees' Retirement System v. ANZ Securities. Mr. Goldstein. Mr. Chief Justice and may it please the Court: We ask you to hold that American Pipe tolling applies to both of the time limits set forth in Section 13 of the Securities Act, which is reproduced in a number of places, including the blue brief at the top of page 3. The other side has a tendency to invoke the phrase ""statute of repose,"" which isn't really self-defining in the phrase, in no event, when there's more going on in the statute than that, so I thought I would just start with the text, and it begins, ""no action"" -- and action is going to be the important We'll hear argument this afternoon in Case 16-373, the California Public Employees' Retirement System v. ANZ Securities. Mr. Goldstein. Mr. Chief Justice and may it please the Court: We ask you to hold that American Pipe tolling applies to both of the time limits set forth in Section 13 of the Securities Act, which is reproduced in a number of places, including the blue brief at the top of page 3. The other side has a tendency to invoke the phrase ""statute of repose,"" which isn't really self-defining in the phrase, in no event, when there's more going on in the statute than that, so I thought I would just start with the text, and it begins, ""no action"" -- and action is going to be the important noun here. ""No action shall be maintained to enforce any liability created under Section 11 unless brought"" -- and that's going to be the operative thing that has to happen -- ""within one year after the discovery of the untrue statement or the omission, or after such discovery should have been made by the exercise of reasonable diligence."" The three-year period will follow in the next sentence, but we can pause here for just a second because it teaches a lot. We know that American Pipe tolling applies to this sentence, and therefore, we know a few things, and it's conceded and everyone agrees. The action is brought on -- You're -- you're just a little fast for me. Sorry.
I apologize.
Yes. I don't want to interrupt you.
We know American toll -- American Pipe applies? To this sentence, that is, if you do not -- if you file your action within one year and class certification is denied, say, at year two, so we haven't gotten to three years yet, if class certification is denied two years afterwards, then American Pipe tolling applies, and a class member can opt out. I apologize for moving through that so quickly. I understand. And so what we know from that, I think, is, as American Pipe tells us, that the class action complaint commences the action on behalf of each unnamed class member, and in the wording of Section 13, it brings the action on behalf of every unnamed class member. So the class complaint in our case,",0.0
"We'll hear argument in Case 15-1262, McCrory v. Harris. Mr. Clement. Mr. Chief Justice, and may it please the Court: This case involves the -- the constitutionality of two congressional districts in North Carolina that should be familiar to the Court because they've been before the Court on multiple prior occasions. Even though the two congressional districts here -- and they're both North Carolina congressional districts -- the issues presented by the two districts are actually quite distinct. With respect to Congressional District 12, it is different from both the House of Delegates districts in the previous case and Congressional District 1, because this was not a district that was drawn with an avowed intent to create a majority-minority district to comply with the Voting Rights Act; rather, We'll hear argument in Case 15-1262, McCrory v. Harris. Mr. Clement. Mr. Chief Justice, and may it please the Court: This case involves the -- the constitutionality of two congressional districts in North Carolina that should be familiar to the Court because they've been before the Court on multiple prior occasions. Even though the two congressional districts here -- and they're both North Carolina congressional districts -- the issues presented by the two districts are actually quite distinct. With respect to Congressional District 12, it is different from both the House of Delegates districts in the previous case and Congressional District 1, because this was not a district that was drawn with an avowed intent to create a majority-minority district to comply with the Voting Rights Act; rather, with respect to Congressional District 12, this was avowedly a political draw. Now, if that all sounds familiar, it's because it's the exact same dynamic that was before this Court in Cromartie II.
And in Cromartie II, this Court, in reversing a district court on the clear error standard, concluded when the State actually said this was a political draw, that race did not predominate over politics in the drawing of this district. And that is essentially the exact same dynamic that is before this Court now with one major difference.
This is a much easier case for this Court to reverse than Cromartie II was, because -- and even before this Court gets to the clear error standard of review, there is a clear legal error here that was created by my friends on the other sides and the district court's failure to abide by the teaching of Cromartie II. I think Cromartie II was about as clear as it could have been, that in a case where you have a majority-minority district or something approximating it, and you have race and politics highly correlated, and you have somebody challenging the State's suggestion that this is a political and not a racial draw, what the plaintiffs must show -- not can show, not may show, not it would be nice that they show -- must show, is that there are alternative ways that the legislature could have accomplished its political goals without a comparable emphasis on race -- Mr. Clement, that passage in -- in",0.0
"We'll hear argument first this morning in case 16-369, County of Los Angeles v. Mendez. Mr. Rosenkranz. Thank you, Mr. Chief Justice, and may it please the Court: Your Honor, when a police officer reasonably thinks to himself, as Deputy Conley did here, this is where I'm going to die, he has to be free to make the split-second decision to defend himself and those around him.
Any legal rule that says that is unreasonable is untenable. You know, I have a -- it is a very moving statement, and one that I totally agree with, but we're not asking the police officers to make that choice.
When they feel in danger, they are going to take the step that's important to them, and I think that's absolutely right. The We'll hear argument first this morning in case 16-369, County of Los Angeles v. Mendez. Mr. Rosenkranz. Thank you, Mr. Chief Justice, and may it please the Court: Your Honor, when a police officer reasonably thinks to himself, as Deputy Conley did here, this is where I'm going to die, he has to be free to make the split-second decision to defend himself and those around him.
Any legal rule that says that is unreasonable is untenable. You know, I have a -- it is a very moving statement, and one that I totally agree with, but we're not asking the police officers to make that choice.
When they feel in danger, they are going to take the step that's important to them, and I think that's absolutely right. The issue is who's going to suffer that loss? Who's going to take the financial penalty of that loss, not that that's the -- the death of the officer. And so the question to me is not that one.
The question is when does the police officer pay the victim who is suffering for that loss if the victim had nothing to do with causing the loss? Understood. Or -- or was justified in whatever he or she did to protect themselves. So let's take the situation, which I think you concede in your brief, that of the police officer who, in the dead of night, in -- dressed in casual clothes, breaks a window in someone's home and walks into their home. And we have given them the Second Amendment right to victims, people who own homes, to possess firearms to protect themselves.
And the victim sees a stranger breaking in who doesn't announce themselves, doesn't have a uniform, and is standing there breaking in.
The victim shoots that police officer, or points a gun at that police officer, and the police officer takes a gun and shoots them and injures them or kills them. Now who bears the financial loss in that situation? The homeowner, who has a right to defend him or herself and say it's my life or yours, or the police officer who has taken unreasonable action in breaking into a home in the middle of the night without announcing him or herself? That's the question for me. Understood, Your Honor. And the",1.0
